nom_voie,id_type_voie,nom_voie_norm,complement_adresse
RES ALPHONSE DAUDET,residence,alphonse daudet,
RUE JEAN BAPTISTE SAULCY,rue,jean baptiste saulcy,
ALL DES TILLEULS,allee,des tilleuls,
LE JULIN,,le julin,
RUE SAINT ALOISE,rue,saint aloise,
CHE DE ST MARTIN,chemin,de saint martin,
RUE D ASPACH,rue,d aspach,
CHE DE L'EGLISE LALANDE,chemin,de l eglise lalande,
RUE DES IRIS,rue,des iris,
RUE DU HAVRE,rue,du havre,
RUE DU PROGRES,rue,du progres,
AV  DU LAC,avenue,du lac,
RUE DU RIEZ,rue,du riez,
RUE SCHWENDI,rue,schwendi,
RUE CARDINAL,rue,cardinal,
RUE BUFFON,rue,buffon,
RUE DU DOCTEUR THOUVENEL,rue,du docteur thouvenel,
AV  ALFRED DE MUSSET,avenue,alfred de musset,
RUE DES POISSONNIERS,rue,des poissonniers,
LERCHENBERG,,lerchenberg,
HABITATION LA JAMBETTE,habitation,la jambette,
CHE DE L ILE DE PRAMEL,chemin,de l ile de pramel,
RUE LEON BREUREC,rue,leon breurec,
RUE DU MONT CENIS,rue,du mont cenis,
RTE DE BALBIGNY,route,de balbigny,
ESP DU GENERAL DE GAULLE,esplanade,du general de gaulle,
RUE DE SAINT HILAIRE,rue,de saint hilaire,
IMP DES CAMPANULES,impasse,des campanules,
RUE DE BELFORT,rue,de belfort,
AV  F DE LESSEPS,avenue,f de lesseps,
RUE DU DOME,rue,du dome,
RUE TESSON,rue,tesson,
RUE SAINT AUBIN,rue,saint aubin,
RUE MARCELIN BERTHELOT,rue,marcelin berthelot,
ALL DES COSSONS,allee,des cossons,
RUE DES MERISIERS,rue,des merisiers,
RUE DE CASSEL,rue,de cassel,
RUE PROUDHON,rue,proudhon,
CHE DE BEYOURG,chemin,de beyourg,
RUE CLAUDE BERNARD,rue,claude bernard,
RUE HAUTEFEUILLE,rue,hautefeuille,
RUE DES CLAIRONS,rue,des clairons,
RUE CLEMENTINE,rue,clementine,
RUE MONGE,rue,monge,
AV  DU GOLF,avenue,du golf,
AV  DU MARECHAL JOFFRE,avenue,du marechal joffre,
RUE VAILLANT COUTURIER,rue,vaillant couturier,
LE MILLAUD,,le millaud,
RTE DE POISY,route,de poisy,
BELLOC,,belloc,
PROM DE LA PLAGE,promenade,de la plage,
ALL DE LA MOTHE AUX VENTS,allee,de la mothe aux vents,
AV  GUYNEMER,avenue,guynemer,
RTE DES VISTES,route,des vistes,
RUE DE SAINTE HELENE,rue,de sainte helene,
RUE ALBERT MARQUET,rue,albert marquet,
AV  HENRI CORVOL,avenue,henri corvol,
PAS D ESCOVILLE,passage,d escoville,
AV  DES MIMOSAS,avenue,des mimosas,
RUE DE LA TOMBE ISSOIRE,rue,de la tombe issoire,
RTE DU SALEVE,route,du saleve,
RTE DE LA HAYE LE COMTE,route,de la haye le comte,
RUE DE LA DORDOGNE,rue,de la dordogne,
RUE DES ALLIES,rue,des allies,
RUE MGR VARIN DE LA BRUNELIERE,rue,mgr varin de la bruneliere,
CHE DES CARPENEDES,chemin,des carpenedes,
RUE DU MAS D EN COT,rue,du mas d en cot,
PL  SAINTE CROIX,place,sainte croix,
PAS CHARLOT,passage,charlot,
RUE LEON GREINER,rue,leon greiner,
RUE DES VIGNES,rue,des vignes,
RUE DU STADE,rue,du stade,
BD  ROGER LAZARD,boulevard,roger lazard,
LE GRAND SERAIL,,le grand serail,
PROMENADE DES TUILERIES,promenade,des tuileries,
AV  FELIX VINCENT,avenue,felix vincent,
AV  DE L ILE DE FRANCE,avenue,de l ile de france,
BD  DES ETINES,boulevard,des etines,
RTE DE CHANDOLAN,route,de chandolan,
RUE DE L ABBAYE DU LIEU DIEU,rue,de l abbaye du lieu dieu,
RUE DE CHAPOTTE,rue,de chapotte,
AV  DU ONZE NOVEMBRE,avenue,du onze novembre,
RUE MAZENOD,rue,mazenod,
RUE DE POLSET,rue,de polset,
RES LES BOIS DU TEMPLE,residence,les bois du temple,
BD  GUSTAVE ROCH,boulevard,gustave roch,
AV  DE LA COMBE D OR,avenue,de la combe d or,
ALL JEAN SEBASTIEN BACH,allee,jean sebastien bach,
RUE HIPPOLYTE KAHN,rue,hippolyte kahn,
AV  GEORGES POMPIDOU,avenue,georges pompidou,
RTE DE FRIGERIN,route,de frigerin,
RUE DES CAUSSES,rue,des causses,
RUE DE L'EGLISE,rue,de l eglise,
FLAINE,,flaine,
RUE DE LA RESIDENCE FLEURIE,rue,de la residence fleurie,
LA NICOLAIS,,la nicolais,
RUE OLIVIER HUILLE,rue,olivier huille,
TRA DES BARREURS,traverse,des barreurs,
CHS DES BERNACHES,chaussee,des bernaches,
RUE VICTOR CLEMENT,rue,victor clement,
RTE DE COLLONGES,route,de collonges,
SQ  DE JOSSELIN,square,de josselin,
CHE DES COUCARDS,chemin,des coucards,
RUE DE VAUBOYEN,rue,de vauboyen,
RUE DE LOOSTHOUCQ,rue,de loosthoucq,
RUE DE L ECOLE,rue,de l ecole,
RUE ORDENER,rue,ordener,
RTE DE LA GRANGE,route,de la grange,
RUE DE BELLEVUE,rue,de bellevue,
VC  RES SAINT GERBOLD,voie communale,res saint gerbold,
RUE SAINT BONAVENTURE,rue,saint bonaventure,
ALL DU MAIRE STEINMETZ,allee,du maire steinmetz,
RUE REMPARTS ST-NICOLAS,rue,remparts saint nicolas,
BD  DE STRASBOURG,boulevard,de strasbourg,
LA FLORANE RUE BONFANTE,rue,bonfante,la florane
ALL DE FONTAINEBLEAU,allee,de fontainebleau,
RUE ROBERT DE FLERS,rue,robert de flers,
RUE ISOLA,rue,isola,
AV  VICTOR HUGO,avenue,victor hugo,
RUE DELESPAUL,rue,delespaul,
RUE DE LA POMPE,rue,de la pompe,
RUE MICHAEL FARADAY,rue,michael faraday,
RUE PIERRE LEGRAND,rue,pierre legrand,
PAS JACQUES PREVERT,passage,jacques prevert,
ALL DU PARC,allee,du parc,
RUE DES ALOUETTES,rue,des alouettes,
RUE RAOUL BRIQUET,rue,raoul briquet,
RUE DE VILLON,rue,de villon,
RUE DE CINTRE,rue,de cintre,
RUE DE LA VILLETTE,rue,de la villette,
RUE DU CHEMIN FERRE,rue,du chemin ferre,
RUE DE MARLE,rue,de marle,
RUE DE LONGCHAMP,rue,de longchamp,
RTE DES HAUTS DE CHAVANNE,route,des hauts de chavanne,
RUE AUX MAURES,rue,aux maures,
RTE D ANET,route,d anet,
RUE MAURICE SCHUMANN,rue,maurice schumann,
RUE JOYEUSE,rue,joyeuse,
LA CORNEILLE NORD,,la corneille nord,
RUE DE GRENELLE,rue,de grenelle,
CHE DE LA COSSARDE,chemin,de la cossarde,
ALL CORBIERE,allee,corbiere,
RTE DE SELESTAT,route,de selestat,
COR GENERAL DE GAULLE,corniche,general de gaulle,
RUE DU MILIEU *,rue,du milieu,
AV  GALOIS,avenue,galois,
IMP DES CHATELETS,impasse,des chatelets,
CRS DE LA SOMME,cours,de la somme,
RES PIERRE DE COUBERTIN,residence,pierre de coubertin,
RUE DE FOLKESTONE,rue,de folkestone,
MTE DE L OBSERVANCE,montee,de l observance,
RUE DE STRASBOURG,rue,de strasbourg,
AV  ANDRE MALRAUX,avenue,andre malraux,
RUE ROGER SIGNOR,rue,roger signor,
RUE DU NIGER,rue,du niger,
LAQUETS,,laquets,
RUE LECLERC,rue,leclerc,
AV  CHARLES DE GAULLE,avenue,charles de gaulle,
AV  DE LA CIBLE,avenue,de la cible,
RUE DE BELLAC,rue,de bellac,
RUE LOUIS BLERIOT,rue,louis bleriot,
SQ  ALAIN,square,alain,
RUE DE LA MADELEINE,rue,de la madeleine,
RUE FRANCAISE,rue,francaise,
CRS IRENEE CROS,cours,irenee cros,
RUE DE LA PETITE BILANGE,rue,de la petite bilange,
IMP DU BACHET,impasse,du bachet,
RUE SIMON DEPARDON,rue,simon depardon,
RUE DE LA MARJOLAINE,rue,de la marjolaine,
CHE DE LA ROCHE,chemin,de la roche,
RUE JULES VALENSAUT,rue,jules valensaut,
CHEMIN D HALLINGUES,chemin,d hallingues,
RES RESIDENCE DE KERGOFF,residence,de kergoff,
AV  DU PRE DE L'EVEQUE,avenue,du pre de l eveque,
RTE DE RIBERAC,route,de riberac,
LA PERCHEE,,la perchee,
AV  DE SELVES,avenue,de selves,
PLOTTES,,plottes,
RUE JEAN MOULIN,rue,jean moulin,
PL  DE LA REPUBLIQUE,place,de la republique,
BATACOURAT,,batacourat,
AV  LEON DACHEUX,avenue,leon dacheux,
PAS DES SOUPIRS,passage,des soupirs,
RUE DU PROFESSEUR ANFRAY,rue,du professeur anfray,
RUE DES DODOS,rue,des dodos,
RUE DU 8 MAI 1945,rue,du 8 mai 1945,
CHE DE LA POMMERAIE,chemin,de la pommeraie,
CHE JOSEPH AIGUIER,chemin,joseph aiguier,
RTE ANC COMBATTANTS INDOCHINE,route,anc combattants indochine,
RUE PIERRE MENDES FRANCE,rue,pierre mendes france,
BD  JULES VALLES,boulevard,jules valles,
RUE DES BACONNETS,rue,des baconnets,
PROM DU SOLEIL,promenade,du soleil,
RTE DE COMPIEGNE,route,de compiegne,
RUE DU CIMETIERE,rue,du cimetiere,
BD  JACQUES MENARD,boulevard,jacques menard,
RTE DE NEUFCHATEL,route,de neufchatel,
RUE DES CHARPENTIERS,rue,des charpentiers,
RTE DES MILHOTS,route,des milhots,
CITE RESIDENCE GENERAL LECLERC,cite,residence general leclerc,
ALL FRANCOIS VILLON,allee,francois villon,
RUE PAUL BERT,rue,paul bert,
RUE JOSEPH DE MAISTRE,rue,joseph de maistre,
ALL LE GRAND PASSAGE,allee,le grand passage,
RTE DU POUGET,route,du pouget,
RUE ANITA CONTI,rue,anita conti,
RUE DES LISERONS,rue,des liserons,
RUE BAUER,rue,bauer,
AV  GABRIEL PERI,avenue,gabriel peri,
RUE DE LA HALLE,rue,de la halle,
RUE ACHILLE VIADIEU,rue,achille viadieu,
CHE DE ROUMAGOUA,chemin,de roumagoua,
RUE DE ROULY,rue,de rouly,
RUE DE SEINE,rue,de seine,
RUE DE LEURY,rue,de leury,
RUE DES COLPORTEURS,rue,des colporteurs,
AV  VALENTIN,avenue,valentin,
RUE DE BROTTE,rue,de brotte,
RUE DENIS PAPIN,rue,denis papin,
RUE DU JEU DE L ARC,rue,du jeu de l arc,
RUE BIR HAKEIM,rue,bir hakeim,
AV  DE TOULOUSE,avenue,de toulouse,
BD  DE LA LIBERTE,boulevard,de la liberte,
RUE DU PETIT BOIS,rue,du petit bois,
PL  DES MARTYRS,place,des martyrs,
RUE CHASSAGNOLLE,rue,chassagnolle,
CITE ANNE-MARIE BAUER,cite,anne marie bauer,
RUE DU BOIS LE PRETRE,rue,du bois le pretre,
RUE DU BOIS,rue,du bois,
RUE DE LA MINE,rue,de la mine,
CHE DU FOND DU VAL,chemin,du fond du val,
RUE HENRI HARPIGNIES,rue,henri harpignies,
PL  DU CHALUT,place,du chalut,
RUE HAUTERIVE,rue,hauterive,
CHE D'ANDRILLE,chemin,d andrille,
AV  DUMONT,avenue,dumont,
RUE DU LICHTENBERG,rue,du lichtenberg,
BD  LENINE,boulevard,lenine,
RUE DU PROF PICARD,rue,du prof picard,
RUE DE GASCOGNE,rue,de gascogne,
RUE CHANZY,rue,chanzy,
RUE DE LA PRAIRIE,rue,de la prairie,
RUE DE LAUBACH,rue,de laubach,
RUE PASCAL,rue,pascal,
CHE DE MAURENS,chemin,de maurens,
RTE DU MOINE,route,du moine,
RUE DES DARDANELLES,rue,des dardanelles,
RUE DE LA FERRAILLERIE,rue,de la ferraillerie,
JAU,,jau,
RUE DE L EGLISE,rue,de l eglise,
ALL DES COMTES DE MONTFORT,allee,des comtes de montfort,
IMP JULES FERRY,impasse,jules ferry,
RUE ALBERT LOUPPE,rue,albert louppe,
RUE DU GAL RESSAYRE,rue,du general ressayre,
RUE PIERRE LOUYS,rue,pierre louys,
CHE PIOU PIOU,chemin,piou piou,
RUE SALMERANGE,rue,salmerange,
RUE DE ZURICH,rue,de zurich,
RUE DE LUNEVILLE,rue,de luneville,
RUE AMBROISE PARE,rue,ambroise pare,
ALL DESBIEY,allee,desbiey,
RUE SAINT MEDERIC,rue,saint mederic,
RES CALDEIRA SAINT-JAMES,residence,caldeira saint james,
PL  CLAUDE DEBUSSY,place,claude debussy,
RUE ROYALE,rue,royale,
RUE ARMAND GUILLEMOT,rue,armand guillemot,
RUE DE CREPLAINE,rue,de creplaine,
RUE POULEDER,rue,pouleder,
RUE MOYEN VILLE,rue,moyen ville,
RUE GABRIEL GASSET,rue,gabriel gasset,
CHE DU PETIT FOUR,chemin,du petit four,
RUE ALBERT THOMAS,rue,albert thomas,
RUE COLBERT - VIRE,rue,colbert vire,
BD  DE CRETEIL,boulevard,de creteil,
RUE EMILE PICARD,rue,emile picard,
RUE DE JUSSIEU,rue,de jussieu,
AV  DE LA RESISTANCE,avenue,de la resistance,
LOT DE GUILLAMETON,lotissement,de guillameton,
RUE SUZANNE RUELLE,rue,suzanne ruelle,
RTE DE ROGNES,route,de rognes,
AV  DE SAINT PIERRE,avenue,de saint pierre,
RUE DU MARECHAL FOCH,rue,du marechal foch,
HAM DE CHALLEAU,hameau,de challeau,
RUE ETIENNE MERZET,rue,etienne merzet,
RUE GOUNOD,rue,gounod,
RUE YVES NOEL,rue,yves noel,
RUE BACHAUMONT,rue,bachaumont,
GIBERVILLE,,giberville,
AV  D OCCITANIE,avenue,d occitanie,
RUE DU TEMPLE,rue,du temple,
RUE PERRONET,rue,perronet,
RUE TREBER,rue,treber,
RUE DU HUGSTEIN,rue,du hugstein,
AV  BEVERINI-VICO,avenue,beverini vico,
RUE DES DIMES,rue,des dimes,
RUE DES BLEUETS,rue,des bleuets,
BD  JOHN KENNEDY,boulevard,john kennedy,
CAMP GALHAN,camp,galhan,
RUE DE LA BUTTE AUX CAILLES,rue,de la butte aux cailles,
RUE DU MANS,rue,du mans,
ALL DU TAMBOURIN,allee,du tambourin,
RTE DU BOIS JAILLET,route,du bois jaillet,
RUE TERMINUS,rue,terminus,
RUE MATHILDE GIRAULT,rue,mathilde girault,
RUE DU MONT DE L AIGLE,rue,du mont de l aigle,
AV  DES MOULINS,avenue,des moulins,
RUE BAIN DE LA COQUERIE,rue,bain de la coquerie,
ALL BERTRAND ROBIDOU,allee,bertrand robidou,
L ECOIN,,l ecoin,
CHE DES FINS NORD,chemin,des fins nord,
RUE DU BAC DE RIS,rue,du bac de ris,
RUE BELLECOMBE,rue,bellecombe,
RUE JULES GUICHARD,rue,jules guichard,
RTE DE CARBERON,route,de carberon,
RUE DE VILLIERS,rue,de villiers,
RUE DE LA SAVALERIE,rue,de la savalerie,
RUE DU VIEUX MOULIN,rue,du vieux moulin,
RUE DUGUESCLIN,rue,duguesclin,
PL  DE L ECHIQUIER,place,de l echiquier,
RUE BARA,rue,bara,
RUE CAMILLE PELLETAN,rue,camille pelletan,
RTE DE CLUNY,route,de cluny,
RUE DES EPINETTES,rue,des epinettes,
RUE PAUL LAFARGUE,rue,paul lafargue,
RTE DE GRIPPIERE,route,de grippiere,
RUE DES FLANDRES,rue,des flandres,
RUE DU DONON,rue,du donon,
RUE DE CLERMONT,rue,de clermont,
RUE ANCIENNE DES BOUCHERS,rue,ancienne des bouchers,
RUE DES JARDINS SINGRIST,rue,des jardins singrist,
LES BRANGERS,,les brangers,
RUE DE LA RIZE,rue,de la rize,
BD  MARCEL PAGNOL,boulevard,marcel pagnol,
PL  DES SEPT FONTAINES,place,des sept fontaines,
RUE THERESIA CABARRUS,rue,theresia cabarrus,
CAMILLAC,,camillac,
RTE DE CORBELIN,route,de corbelin,
RUE PIERRE BONNARD,rue,pierre bonnard,
RUE DE LA JARRETIERE,rue,de la jarretiere,
ALL DU MOULIN,allee,du moulin,
CHE DES ANEMONES,chemin,des anemones,
RUE DE LA REPUBLIQUE,rue,de la republique,
IMP DE LA BELETTE,impasse,de la belette,
RUE MEHUL,rue,mehul,
BD  PAPE JEAN 23,boulevard,pape jean 23,
RUE HENRY BAILLON,rue,henry baillon,
RUE DE LA CENTENAIRE,rue,de la centenaire,
VC  DE L EGLISE,voie communale,de l eglise,
LES DUMUS,,les dumus,
RTE DU QUART GUINET,route,du quart guinet,
RUE DU LAVOIR,rue,du lavoir,
RUE DU GENERAL BONNIER,rue,du general bonnier,
ALL AUGUSTE RODIN,allee,auguste rodin,
RUE DE LA GIRARDIERE,rue,de la girardiere,
RUE DES FOSSOTTES,rue,des fossottes,
RUE FREDERIC FAYS,rue,frederic fays,
LA PICHELLERIE,,la pichellerie,
RUE MICHEL BEGON,rue,michel begon,
RUE DE SUISSE,rue,de suisse,
RES CHAPPE,residence,chappe,
IMP DES MOULINS GAUD,impasse,des moulins gaud,
RUE DES ALISIERS,rue,des alisiers,
RES ILE AUX FLEURS S BERNHARDT,residence,ile aux fleurs s bernhardt,
RES PLEIN CIEL,residence,plein ciel,
AV  DU VIDOURLE,avenue,du vidourle,
CHE DE BISSEUIL,chemin,de bisseuil,
AV  DE NICE,avenue,de nice,
BD  DU 26E REGIMENT D'INFANTER,boulevard,du 26 e regiment d infanter,
RTE DU CHAMP,route,du champ,
AV  DE LA LIBERTE,avenue,de la liberte,
LE VILLAGE,village,,
AV  DU CHATEAU FORT,avenue,du chateau fort,
LES CHAMPS MULOTS,champ,mulots,
LE BOURG,bourg,,
LE MOULIN A FOULER,moulin,a fouler,
LA COTE AU ROUX,cote,au roux,
LA FORET,foret,,
GRAND RUE,grande rue,,
GRANDE RUE,grande rue,,
JARDINS DE SAINT BENOIT,jardins,de saint benoit,
RES LA PARADE BAT NIEPCE,residence,la parade,bat niepce
LA CROIX,croix,,
LE FOND DU BERCEAU, fond,du berceau,
LE CLOS HAUT,clos,le clos haut,
PROM PDT J F KENNEDY,promenade,president j f kennedy,
AV  DU MAL JOFFRE,avenue,du marechal joffre,
ST GILLES,,saint gilles,
AV  CDT CHARCOT,avenue,commandant charcot,
RUE STE BARBE,rue,sainte barbe,
RUE ST LOUIS,rue,saint louis,
IMM LE SIKKIM,,imm le sikkim,
RUE STE MARGUERITE,rue,sainte marguerite,
AV  MAL JOFFRE,avenue,marechal joffre,
RUE ST BLAISE,rue,saint blaise,
AV  DU GEN DE GAULLE,avenue,du general de gaulle,
RUE DU PDT ROOSEVELT,rue,du president roosevelt,
AV  DU MAL FOCH,avenue,du marechal foch,
RES DU CDT MARZAC,residence,du commandant marzac,
RTE NATIONALE,route nationale,,
GR  GRANDE RUE,grande rue,,
CAMI DERA HOUNT,camin,cami dera hount,
MAISON VIEILLE,maison,vieille,
