nom_voie,id_type_voie,nom_voie_norm,complement_adresse
la dorgere  ,,la dorgere,
des jonquilles allee,allee,des jonquilles,
de saint germain route,route,de saint germain,
du lavoir allee,allee,du lavoir,
  l huilerie,,l huilerie,
jeanne la corsaire rue,rue,jeanne la corsaire,
chauvet et pibonson  ,,chauvet et pibonson,
de l etang louis chemin,chemin,de l etang louis,
du vicaire chemin,chemin,du vicaire,
de cafourin montee,montee,de cafourin,
la turne  ,,la turne,
la bossette loyer  ,,la bossette loyer,
rue des onyx,rue,des onyx,
rousseau est  ,,rousseau est,
le fresne  ,,le fresne,
de la mairie rue,rue,de la mairie,
de navarre place,place,de navarre,
la brosse  ,,la brosse,
la caffetiere  ,,la caffetiere,
vert de la renaitrie chemin,chemin,vert de la renaitrie,
force traverse,traverse,force,
rue charles darwin,rue,charles darwin,
du porhoet rue,rue,du porhoet,
du combaud rue,rue,du combaud,
de soisy rue,rue,de soisy,
jobard rue,rue,jobard,
vigne  ,,vigne,
henriette dumuin rue,rue,henriette dumuin,
pierre larenaudie rue,rue,pierre larenaudie,
des pyracantha avenue,avenue,des pyracantha,
de l eglise sentier,sentier,de l eglise,
de vis rue,rue,de vis,
du grand roulet chemin,chemin,du grand roulet,
du printemps rue,rue,du printemps,
de tucau chemin,chemin,de tucau,
de sigaud chemin,chemin,de sigaud,
hayer rue,rue,hayer,
moliere rue,rue,moliere,
de la carraire route,route,de la carraire,
des charrieres rue,rue,des charrieres,
de l escloupie impasse,impasse,de l escloupie,
du parc rue,rue,du parc,
cascade pierre louis lotissement,lotissement,cascade pierre louis,
chemin de marnat,chemin,de marnat,
jeanne d arc rue,rue,jeanne d arc,
des lavandieres place,place,des lavandieres,
le grand champ  ,,le grand champ,
d arras rue,rue,d arras,
le brulon  ,,le brulon,
rue du commandant hamon,rue,du commandant hamon,
lieu dit les nouelles,lieu dit,les nouelles,
des lavoirs cheminement,cheminement,des lavoirs,
boval  ,,boval,
de la renaudiere chemin,chemin,de la renaudiere,
chemin de seran,chemin,de seran,
de calais a la touzerie sentier,sentier,de calais a la touzerie,
chemin de cantachoania,chemin,de cantachoania,
chemin de taneria,chemin,de taneria,
frederic mistral les mille impasse,impasse,frederic mistral les mille,
du hovre cheminement,cheminement,du hovre,
du cornot rue,rue,du cornot,
lamartine rue,rue,lamartine,
brusque vieille  ,,brusque vieille,
de rognon village,village,de rognon,
jacquot champ,champ,jacquot,
emmanuel chabrier rue,rue,emmanuel chabrier,
gutemberg rue,rue,gutemberg,
lieu dit le housset,lieu dit,le housset,
de touraine rue,rue,de touraine,
paul eluard impasse,impasse,paul eluard,
alart julien bernard rue,rue,alart julien bernard,
rue du mal de lattre de tassigny,rue,du marechal de lattre de tassigny,
de la loubre bartouille chemin,chemin,de la loubre bartouille,
claude marie charmont rue,rue,claude marie charmont,
du pere adolphe geymann rue,rue,du pere adolphe geymann,
goutte pineau  ,,goutte pineau,
du char du diable route,route,du char du diable,
antoine nicolas magret avenue,avenue,antoine nicolas magret,
er larguen impasse,impasse,er larguen,
du balihoure rue,rue,du balihoure,
la grosse cote  ,,la grosse cote,
de la mairie place,place,de la mairie,
de pomeyrieux route,route,de pomeyrieux,
du village rue,rue,du village,
du parterre rue,rue,du parterre,
du moulin de keranroux chemin,chemin,du moulin de keranroux,
christophe thomas walliser rue,rue,christophe thomas walliser,
a bidaoue  ,,a bidaoue,
gondou  ,,gondou,
impasse de la gare,impasse,de la gare,
de la recette rue,rue,de la recette,
les blettiers  ,,les blettiers,
anatole france rue,rue,anatole france,
rue les freches,rue,les freches,
des plantations rue,rue,des plantations,
place de la mairie,place,de la mairie,
de bonnieu rue,rue,de bonnieu,
  traou morvan,,traou morvan,
rue bellanne,rue,bellanne,
rive neuve quai,rive,neuve quai,
des bruyeres allee,allee,des bruyeres,
route de montureux,route,de montureux,
jeanne d arc rue,rue,jeanne d arc,
route de la lion,route,de la lion,
du doua rue,rue,du doua,
de la clef des champs rue,rue,de la clef des champs,
de la liberation rue,rue,de la liberation,
rue de la butterie,rue,de la butterie,
lafargue  ,,lafargue,
rue des bords de l eure,rue,des bords de l eure,
de l occident impasse,impasse,de l occident,
le coteries  ,,le coteries,
des jardins rue,rue,des jardins,
paul vaillant couturier rue,rue,paul vaillant couturier,
les garrigas  ,,les garrigas,
des combeles impasse,impasse,des combeles,
rue du meix,rue,du meix,
du bordon cheminement,cheminement,du bordon,
gauthereau rue,rue,gauthereau,
les chappelles  ,,les chappelles,
le petit livet  ,,le petit livet,
impasse des bergeronnettes,impasse,des bergeronnettes,
de la poulcouliere rue,rue,de la poulcouliere,
les livaudieres d en haut  ,,les livaudieres d en haut,
avenue du gen de gaulle,avenue,du general de gaulle,
celerine chemin,chemin,celerine,
des acacias allee,allee,des acacias,
sous l ormeau rue,rue,sous l ormeau,
des chardonnerets rue,rue,des chardonnerets,
des sentiers impasse,impasse,des sentiers,
du marais rue,rue,du marais,
lieu dit mas du vistre,lieu dit,mas du vistre,
les aurieres  ,,les aurieres,
d issoudun route,route,d issoudun,
les bertaudieres  ,,les bertaudieres,
marie claire lac,lac,marie claire,
allee des vergers,allee,des vergers,
des lavandieres chemin,chemin,des lavandieres,
la roujarie  ,,la roujarie,
des saules impasse,impasse,des saules,
lieu dit le garafin,lieu dit,le garafin,
de la lesse rue,rue,de la lesse,
traversiere allee,allee,traversiere,
de l ancienne voie ferree rue,rue,de l ancienne voie ferree,
la fontaine rue,rue,la fontaine,
charmettes imm,immeuble,charmettes,
de la grange neuve chemin,chemin,de la grange neuve,
general degoutte rue,rue,general degoutte,
blaise pascal rue,rue,blaise pascal,
la fontaine lotissement,lotissement,la fontaine,
mignonneau cite,cite,mignonneau,
de l ere clos impasse,impasse,de l ere clos,
des chenes verts chemin,chemin,des chenes verts,
hippolyte minier rue,rue,hippolyte minier,
des champs fleuris place,place,des champs fleuris,
du puits layer rue,rue,du puits layer,
les angeles cheminement,cheminement,les angeles,
de piquant impasse,impasse,de piquant,
le cau  ,,le cau,
beausejour place,place,beausejour,
le clos de courgas lotissement,lotissement,le clos de courgas,
niaux impasse,impasse,niaux,
centrale rue,rue,centrale,
principale route,route,principale,
a panade voie communale,voie communale,a panade,
st guillaume  ,,saint guillaume,
fort terre,fort,terre,
le bois gilbert  ,bois,gilbert,
la croix  ,croix,,
grand rue  ,grande rue,,
le bourg genac  ,bourg,genac,
ville  ,ville,,
le village  ,village,,
des escargots chemin rural,chemin rural,des escargots,
le bourg  ,bourg,,
la ville basse  ,ville,basse,
la promenade  ,promenade,,
l etang vieux  ,etang,vieux,
parc de xeraco,parc,de xeraco,
le carrefour de tellier  ,carrefour,de tellier,
le bourg  ,bourg,,
la chapelle saint blaise  ,chapelle,saint blaise,
le champ devant la porte  ,champ,devant la porte,
la maison rouge  ,maison,rouge,
le village  ,village,,
rue du chateau lieu dit les brosses,rue,du chateau,lieu dit les brosses
basse rue rue,,basse rue,
le chem des morts  ,cheminement,des morts,
de ste croix chemin,chemin,de sainte croix,
delvallee st pol square,square,delvallee saint pol,
le hameau de lillette  ,hameau,de lillette,
st joseph rue,rue,saint joseph,
le moulin a vent  ,moulin,a vent,
st angel rue,rue,saint angel,
le bourg  ,bourg,,
la cote du pont pelerin  ,cote,du pont pelerin,
le domaine  ,domaine,,
le pre geslin  ,pre,geslin,
  le bourg,bourg,,
jules ferry st pol rue,rue,jules ferry saint pol,
le bourg  ,bourg,,
st honore rue,rue,saint honore,
le village  ,village,,
  lieu dit etiveaux,lieu dit,etiveaux,
la route de chatillon  ,route,de chatillon,
  draye de la partie,draye,de la partie,
le clos de l arc lotissement,clos,de l arc lotissement,
le clos du herault  ,clos,du herault,
  lieu dit les rues,lieu dit,les rues,
le bourg  ,bourg,,
le bourg  ,bourg,,
le tertre  ,tertre,,
chemin rural,chemin rural,,
la bastide  ,bastide,,
le pre dieu  ,pre,dieu,
le moulin neuf  ,moulin,neuf,
vieille st nicolas rue,rue,vieille saint nicolas,
les venelles  ,venelles,,
le centre  ,centre,,
le pont  ,pont,,
le haut st julien  ,,le haut saint julien,
des nids chemin rural,chemin rural,des nids,
de naves route,,de naves route,
le fau village  ,village,le fau,
pres de la folie  ,,pres de la folie,
  grand place,grand place,,
