nom_voie,id_type_voie,nom_voie_norm,complement_adresse
Rue des Epichees,rue,des epichees,
Rue Jeanne d' Arc,rue,jeanne d arc,
rue Charles Perrault,rue,charles perrault,
Rue des Oiseaux,rue,des oiseaux,
Route du Bus,route,du bus,
Avenue de Bellac,avenue,de bellac,
Avenue du General Patton,avenue,du general patton,
Avenue Henri Barbusse,avenue,henri barbusse,
Route de Parigny,route,de parigny,
Rue Ordener,rue,ordener,
Rue des Violettes,rue,des violettes,
Allée des Ormes,allee,des ormes,
Chemin de halage du Canal de Roubaix,chemin,de halage du canal de roubaix,
Route de Toulon,route,de toulon,
Chemin de La Villatte,chemin,de la villatte,
Avenue Jean-bart,avenue,jean bart,
rue du Parc de l'Abbaye,rue,du parc de l abbaye,
Rue Monsieur Vincent,rue,monsieur vincent,
Avenue de Magonty,avenue,de magonty,
Allee du Chateau,allee,du chateau,
Hent Park Roc Hell,,hent park roc hell,
Ruelle Asma Houdi,ruelle,asma houdi,
Rue Crombez,rue,crombez,
Rue des Sapins,rue,des sapins,
Chemin des Bouteillers,chemin,des bouteillers,
Route de Longueville,route,de longueville,
Rue des Ormeaux,rue,des ormeaux,
Chemin de la Sablère,chemin,de la sablere,
Chemin du Château d’Eau,chemin,du chateau d eau,
Rue Claude Nougaro,rue,claude nougaro,
Rue Henri Cormeau,rue,henri cormeau,
Rue de Berguette,rue,de berguette,
Rue des Chenevières,rue,des chenevieres,
Rue de Gatchelou,rue,de gatchelou,
Residence la Croix du Noroit,residence,la croix du noroit,
Chemin du Mas de Beaud,chemin,du mas de beaud,
Allee de l’Ecluse,allee,de l ecluse,
Chemin de Bel Air de Campans,chemin,de bel air de campans,
Chemin de Lira,chemin,de lira,
route de Bournazet,route,de bournazet,
Impasse du Mont-Bas,impasse,du mont bas,
Route du Moulin de Goat,route,du moulin de goat,
Rue du Cornet,rue,du cornet,
Route de l’Isle de Noe,route,de l isle de noe,
Chemin de La Trappe,chemin,de la trappe,
Rue de la Fosse au Lard,rue,de la fosse au lard,
Rue de Belfort,rue,de belfort,
Rue des Coucous,rue,des coucous,
Impasse des Aubepines,impasse,des aubepines,
Rue de Marsannay,rue,de marsannay,
Rue Dieudonné Costes,rue,dieudonne costes,
Rue Paul Le Flem,rue,paul le flem,
Rue du Grand Chaillau,rue,du grand chaillau,
Route de Saint Pons,route,de saint pons,
Allée du Petit Noyer,allee,du petit noyer,
Rue Fonneuve,rue,fonneuve,
Rue Paul Painlevé,rue,paul painleve,
Allée des Cerisiers,allee,des cerisiers,
Rue des Carrières,rue,des carrieres,
Route de Saint Remy,route,de saint remy,
Rue des Anciens Jardins Ouvriers,rue,des anciens jardins ouvriers,
Route d’Ansigny,route,d ansigny,
Avenue des Géraniums,avenue,des geraniums,
Rue Saint Vincent,rue,saint vincent,
Rue de l'Avière,rue,de l aviere,
Espace Jean Claude Patriarche,espace,jean claude patriarche,
Route de la Folliotte,route,de la folliotte,
Route de by,route,de by,
Place Jean Charbonnel,place,jean charbonnel,
Route de la Vallée,route,de la vallee,
Allée de frênes,allee,de frenes,
Chemin du Guisy,chemin,du guisy,
Impasse Philippe Cattiau,impasse,philippe cattiau,
Route De Lahontan,route,de lahontan,
Chemin de la Combe des Durons,chemin,de la combe des durons,
Rue Eugène Pottier,rue,eugene pottier,
Rue Rode,rue,rode,
Place de Bourgogne,place,de bourgogne,
Rue Bernard Chochoy,rue,bernard chochoy,
Rue des Megrands,rue,des megrands,
Rue de la Croix Paqueray,rue,de la croix paqueray,
Rue de la Renaissance,rue,de la renaissance,
Avenue Marcelin Berthelot,avenue,marcelin berthelot,
Rue de la Chaumière,rue,de la chaumiere,
Hameau de Trignan,hameau,de trignan,
Le Bignon,,le bignon,
Impasse de la Barretterie,impasse,de la barretterie,
rue de chaillot,rue,de chaillot,
Lotissement les Primeveres,lotissement,les primeveres,
Route de Verron,route,de verron,
Rue Leon Blum,rue,leon blum,
Impasse de la Grèze,impasse,de la greze,
Chemin Laffitte,chemin,laffitte,
Route de Louye,route,de louye,
Rue Jeanne d’Arc,rue,jeanne d arc,
Route de Magnon,route,de magnon,
Rue Frédéric Mistral,rue,frederic mistral,
Rue de la Huberdière,rue,de la huberdiere,
Rue Paul Nicolas,rue,paul nicolas,
Chemin de l’Hermitage,chemin,de l hermitage,
Rue Prat Er Hoët,rue,prat er hoet,
Rue Boris Vian,rue,boris vian,
avenue Charles de Gaulle,avenue,charles de gaulle,
Boulevard Jules Passas,boulevard,jules passas,
Rue d’Hesdin,rue,d hesdin,
Rue de l hopital,rue,de l hopital,
Route de Jaujac,route,de jaujac,
Rue Duméril,rue,dumeril,
Allée des Lilas,allee,des lilas,
Avenue de l’Abolition de l’Esclavage,avenue,de l abolition de l esclavage,
Rue Edmond Roche,rue,edmond roche,
Rue du Colonel Vaulet,rue,du colonel vaulet,
Chemin du Bois Clayet,chemin,du bois clayet,
Hameau les Desruez,hameau,les desruez,
Impasse des Jardins,impasse,des jardins,
Route Antide Boyer,route,antide boyer,
Rue des Pecheurs,rue,des pecheurs,
Avenue du General de Gaulle,avenue,du general de gaulle,
Rue Pierre Charron,rue,pierre charron,
Rue du Voyage,rue,du voyage,
Chemin des Sucs,chemin,des sucs,
Montée du Bois de Joux,montee,du bois de joux,
Chemin de la Maloterie,chemin,de la maloterie,
Rue des Terres Roses,rue,des terres roses,
Allée de l’Espérance,allee,de l esperance,
Rue Ambroise Paré,rue,ambroise pare,
Chemin des Arrivaux,chemin,des arrivaux,
Rue Gabriel Fauré,rue,gabriel faure,
le Breuil,,le breuil,
Rue du Parc,rue,du parc,
Rue du Major E.G. Styffe,rue,du major e g styffe,
Place de la République,place,de la republique,
Kerbellec,,kerbellec,
Rue des 2 Jumeaux,rue,des 2 jumeaux,
Impasse Albrespic,impasse,albrespic,
Rue Laëtitia et Henri Tredez,rue,laetitia et henri tredez,
Locmiquel,,locmiquel,
Rue Curtil Martenot,rue,curtil martenot,
Rue de la Bussière,rue,de la bussiere,
Rue Ferdinand,rue,ferdinand,
Rue de Fontfroide,rue,de fontfroide,
Cite du Presbytere,cite,du presbytere,
rue Nominoë,rue,nominoe,
Route d’Auzances,route,d auzances,
Chemin du Four à Pain,chemin,du four a pain,
Avenue du Moulin de la Planche,avenue,du moulin de la planche,
Chemin des Crêtes,chemin,des cretes,
allée des Myosotis,allee,des myosotis,
Impasse de Ourdreix,impasse,de ourdreix,
Boulevard Macdonald,boulevard,macdonald,
Allée du Logis,allee,du logis,
Chemin de Curamachon,chemin,de curamachon,
Rue d'Anjou,rue,d anjou,
Rue Mattéoti,rue,matteoti,
la Chelonnière,,la chelonniere,
Rue Henri le Fauconnier,rue,henri le fauconnier,
Avenue du Duc de Dantzig,avenue,du duc de dantzig,
Boulevard des Etats-unis,boulevard,des etats unis,
Route de Penchien,route,de penchien,
Rue Dominique Ingres,rue,dominique ingres,
Chemin de Cocoyer,chemin,de cocoyer,
Chemin de la Fière,chemin,de la fiere,
Rue d’Hastings,rue,d hastings,
Rue Jean Rongière,rue,jean rongiere,
Allée Jean Renoir,allee,jean renoir,
rue des primevères,rue,des primeveres,
Rue Albert Denvers,rue,albert denvers,
Rue Melchior Pastour,rue,melchior pastour,
lieudit Fonsseau,lieu dit,fonsseau,
Chateaudun,,chateaudun,
Rue des Champs Guillaume,rue,des champs guillaume,
Résidence les Mas de la Clape,residence,les mas de la clape,
Avenue du Commandant Kieffer,avenue,du commandant kieffer,
Rue de la Fontaine Charlemagne,rue,de la fontaine charlemagne,
rue des Queriaux,rue,des queriaux,
Rue du Camp de Bataille,rue,du camp de bataille,
Allee de Grangeneuve,allee,de grangeneuve,
Rue Mérencienne,rue,merencienne,
Lotissement Raimu,lotissement,raimu,
Rue du Quart d’Amont,rue,du quart d amont,
Rue Joseph Bara,rue,joseph bara,
Chemin de la Martine,chemin,de la martine,
Chemin des Palombieres,chemin,des palombieres,
Rue Saint-jean,rue,saint jean,
Avenue d’Ingril,avenue,d ingril,
Rue du Closeau,rue,du closeau,
Place Marguerite Eriksson,place,marguerite eriksson,
Rue de Clermont,rue,de clermont,
La Besnardière,,la besnardiere,
Rue Claude Bernard,rue,claude bernard,
Rue du Vivier,rue,du vivier,
Cami Deus Bencilles,camin,deus bencilles,
Maudez,,maudez,
Résidence du Lion d’Or,residence,du lion d or,
Rue Andre Boye,rue,andre boye,
Cité des Pelouses,cite,des pelouses,
Rue Gustave Courbet,rue,gustave courbet,
Route de Fortin,route,de fortin,
Rue Montouroy Maubec,rue,montouroy maubec,
Avenue de Gascogne,avenue,de gascogne,
Chemin Sainte Croix,chemin,sainte croix,
Avenue Marcel Cachin,avenue,marcel cachin,
Place du Chateau,place,du chateau,
Boulevard de l’Hippodrome,boulevard,de l hippodrome,
Rue Corneille,rue,corneille,
Impasse des Saules,impasse,des saules,
Rue des Tortillons,rue,des tortillons,
Rue du Trieves,rue,du trieves,
Place de l’Eglise,place,de l eglise,
Rue Bertalaï,rue,bertalai,
Boulevard du Docteur Lorimy,boulevard,du docteur lorimy,
Birklach,,birklach,
Rue du clos du Fort,rue,du clos du fort,
Le Petit Gardon,,le petit gardon,
Place de l'Etoile,place,de l etoile,
Route Départementale 940,route departementale,940,
Montruc,,montruc,
Route de la Plaine,route,de la plaine,
Allée Georges Brassens,allee,georges brassens,
La Potterie,,la potterie,
Rue Abbé Philippe le Gall,rue,abbe philippe le gall,
Boulevard Valtriche,boulevard,valtriche,
Boulevard romain rolland,boulevard,romain rolland,
Avenue Principale,avenue,principale,
Rue Frescaty,rue,frescaty,
Route de la Commanderie,route,de la commanderie,
Rue Josephin Soulary,rue,josephin soulary,
Chemin des Chaudys,chemin,des chaudys,
Route de Giez,route,de giez,
Chemin des Fontaines,chemin,des fontaines,
Rue Franz Liszt,rue,franz liszt,
Avenue Felix Lambert,avenue,felix lambert,
Chemin des Brunswicks,chemin,des brunswicks,
Route de Vernay,route,de vernay,
Montee de la Verne,montee,de la verne,
Allée des Gentianes,allee,des gentianes,
Rue Henri Durre,rue,henri durre,
les Chaussees,,les chaussees,
Rue Mado Robin,rue,mado robin,
Rue des Montagnes Noires,rue,des montagnes noires,
Rue Jules Ferry,rue,jules ferry,
Allee de la Pierre Taillee,allee,de la pierre taillee,
Rue des bons amis,rue,des bons amis,
Route de Montbron,route,de montbron,
Cheminement Guillaume Apollinaire,cheminement,guillaume apollinaire,
Hameau de Fourest,hameau,de fourest,
Rue de la Scierie Wintzfelden,rue,de la scierie wintzfelden,
Allee des Sariettes,allee,des sariettes,
Plantrot,,plantrot,
Rue Léon Pallière,rue,leon palliere,
Allee des Lilas,allee,des lilas,
Chemin de la Ferrage,chemin,de la ferrage,
Place Meynard,place,meynard,
Rue de Dublin,rue,de dublin,
Route de Sarrebourg,route,de sarrebourg,
Route de Malassise,route,de malassise,
rue Frédéric Mistral,rue,frederic mistral,
Rue de l'Etang,rue,de l etang,
Hameau de Bas,hameau,de bas,
Rue Saint-gilles,rue,saint gilles,
Rue des Condamines,rue,des condamines,
Froidefon,,froidefon,
Route de Blaye,route,de blaye,
Rue de Kerbertrand,rue,de kerbertrand,
Rue Saint-Gildas,rue,saint gildas,
Chemin du Port au Passeur,chemin,du port au passeur,
Impasse de Noblet,impasse,de noblet,
Impasse des Foins,impasse,des foins,
Route de Quinssaines,route,de quinssaines,
Rue Salsepareille,rue,salsepareille,
Rue Paul Cezanne,rue,paul cezanne,
Rue Professeur d’Allaines,rue,professeur d allaines,
Route de la Méarie,route,de la mearie,
Place de Verdun,place,de verdun,
Chemin des Cendriers,chemin,des cendriers,
Faubourg de Domèvre,faubourg,de domevre,
chemin des sauzes,chemin,des sauzes,
Rue de La Pelle,rue,de la pelle,
Rue Trémont de Boisthorel,rue,tremont de boisthorel,
Chemin de Remoillon,chemin,de remoillon,
Rue de Gamenteilles,rue,de gamenteilles,
Rue de la Colonne,rue,de la colonne,
La Boitoullère,,la boitoullere,
Route de Valence,route,de valence,
Route de Ratabou,route,de ratabou,
Lotissement le Fenouillet,lotissement,le fenouillet,
Rue au Prevot,rue,au prevot,
Rue de Robersart,rue,de robersart,
Allée Henri Barbusse,allee,henri barbusse,
Avenue d'Alsace Lorraine,avenue,d alsace lorraine,
Impasse de la Foncade,impasse,de la foncade,
Rue Albert Lasne,rue,albert lasne,
Avenue de Gouvieux,avenue,de gouvieux,
Route de Clémencières,route,de clemencieres,
Rue de la Beuse aux Loups,rue,de la beuse aux loups,
Rue Jacques Cartier,rue,jacques cartier,
Rue des Jonquilles,rue,des jonquilles,
Rue de la Catalogne,rue,de la catalogne,
Route du Tracot,route,du tracot,
Rue du Lieutenant de Genouillac,rue,du lieutenant de genouillac,
Route des Verdiers,route,des verdiers,
Chemin de Caumia,chemin,de caumia,
Rue de Clignancourt,rue,de clignancourt,
Chemin des Postes,chemin,des postes,
Rue Sully Prudhomme,rue,sully prudhomme,
Place Marechal Foch,place,marechal foch,
Rue du Val Anne-marie,rue,du val anne marie,
Chemin du Bois,chemin,du bois,
Avenue Louis Wallé,avenue,louis walle,
Lieu Dit Guengaradec,lieu dit,guengaradec,
Res Médecin Gal Rondreux,residence,medecin general rondreux,
Le Village,village,,
L’Hotel Es Fosses,hotel,es fosses,
La Placette,placette,,
Lieu Dit Pen An Hoat,lieu dit,pen an hoat,
Lieu Dit Valencin,lieu dit,valencin,
Chemin de Beuvron St Sauveur,chemin,de beuvron saint sauveur,
Grand'rue,grande rue,,
Lieu Dit le Petit Bois,lieu dit,le petit bois,
Lieu Dit le Grand Chef de Bois,lieu dit,le grand chef de bois,
Lieu Dit Saint Jude,lieu dit,saint jude,
lieu-dit bellevue,lieu dit,bellevue,
Lieu-dit Pomies,lieu dit,pomies,
Lieu-dit Vernhir,lieu dit,vernhir,
Chemin Rural de Laouserai,chemin rural,de laouserai,
Grand Place,grand place,,
Lieu Dit Villeneuve,lieu dit,villeneuve,
Lieu Dit Avenelle,lieu dit,avenelle,
le Bois d'Attilly,bois,d attilly,
Lieu Dit Guernangall,lieu dit,guernangall,
La Grand Rue,grande rue,,
Rue Grand Rue,grande rue,,
Rue du Fromenteau (Beaupréau),rue,du fromenteau beaupreau,
D’297,,d 297,
Avenue de Leppo (Montrevault),avenue,de leppo montrevault,
Rue des Sources (Melay),rue,des sources melay,
Grand Chem du Grand Cimeti,,grand chem du grand cimeti,
Ar Wern Vihan,,ar wern vihan,
Avenue de la Garonne -Rd 10,avenue,de la garonne,rd 10
Route de la Côte - Cd 112,route,de la cote,cd 112
Route du Thoronet Rd 84,route,du thoronet,rd 84
